Brand,Model,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats,Price,paint_color,Brand_id,Model_id,Fuel_Type_id,Transmission_id,Owner_Type_id,paint_color_id
Maruti,Ciaz,2016,25418,Petrol,Manual,First,21,1373,5,709000,green,18,43,4,1,0,4
Maruti,Swift,2013,38995,Diesel,Manual,First,19,1248,5,646000,green,18,169,1,1,0,4
Volkswagen,Polo,2012,60000,Diesel,Manual,First,22,1199,5,400000,green,29,131,1,1,0,4
BMW,X1,2011,72000,Diesel,Automatic,First,17,1995,5,1100000,green,2,191,1,0,0,4
Audi,Q7,2016,31075,Diesel,Automatic,Second,12,2967,7,4979000,green,1,137,1,0,2,4
Ford,Figo,2015,4311,Diesel,Manual,First,26,1498,5,480000,green,8,77,1,1,0,4
BMW,3,2017,21000,Diesel,Automatic,First,22,1995,5,3500000,green,2,2,1,0,0,4
Mercedes-Benz,M-Class,2011,54000,Diesel,Automatic,First,14,2987,5,2199000,green,19,110,1,0,0,4
Maruti,Wagon R,2007,50000,Petrol,Manual,Second,17,1061,5,110000,grey,18,189,4,1,2,5
Maruti,Baleno,2018,13000,Petrol,Manual,First,21,1197,5,660000,grey,18,25,4,1,0,5
Maruti,Dzire,2013,74000,Petrol,Manual,First,22,1197,5,450000,custom,18,58,4,1,0,3
Chevrolet,Aveo,2009,75000,Petrol,Manual,Second,15,1150,5,100000,black,4,20,4,1,2,0
Volkswagen,Polo,2017,25000,Diesel,Manual,First,20,1498,5,690000,custom,29,131,1,1,0,3
Land,Rover,2012,139000,Diesel,Automatic,First,0,2179,5,1675000,black,16,146,1,0,0,0
Audi,Q5,2015,52000,Diesel,Automatic,First,14,1968,5,2549000,grey,1,136,1,0,0,5
Audi,A6,2015,20000,Diesel,Automatic,First,19,1968,5,3550000,white,1,11,1,0,0,10
Hyundai,Grand,2018,32663,Diesel,Manual,First,24,1186,5,628000,white,10,91,1,1,0,10
Mahindra,Scorpio,2012,76777,Diesel,Manual,Second,12,2179,8,488000,black,17,161,1,1,2,0
Tata,Bolt,2016,100303,Diesel,Manual,First,23,1248,5,370000,black,27,29,1,1,0,0
Hyundai,EON,2015,43993,Petrol,Manual,First,21,814,5,345000,white,10,61,4,1,0,10
Mahindra,Scorpio,2016,72118,Diesel,Manual,First,15,2179,8,1023000,white,17,161,1,1,0,10
Honda,Aord,2010,83000,Petrol,Automatic,Second,11,2354,5,650000,white,9,18,4,0,2,10
Volkswagen,Polo,2016,7523,Petrol,Manual,First,16,1199,5,615000,white,29,131,4,1,0,10
Maruti,Eeco,2014,34670,Petrol,Manual,First,15,1196,7,290000,white,18,64,4,1,0,10
Hyundai,Grand,2016,30000,Diesel,Manual,First,24,1120,5,550000,grey,10,91,1,1,0,5
Ford,Endeavour,2017,17000,Diesel,Automatic,First,11,3198,7,3100000,white,8,67,1,0,0,10
Hyundai,Grand,2015,59261,Diesel,Manual,First,24,1186,5,425000,black,10,91,1,1,0,0
Maruti,Swift,2016,65210,Diesel,Manual,First,23,1248,5,548000,blue,18,169,1,1,0,1
Hyundai,i20,2016,19000,Petrol,Manual,First,19,1197,5,725000,silver,10,210,4,1,0,9
Maruti,Swift,2012,50000,Petrol,Manual,First,18,1298,5,300000,red,18,169,4,1,0,8
BMW,3,2015,47000,Diesel,Automatic,First,23,1995,5,2950000,red,2,2,1,0,0,8
Honda,City,2007,75000,Petrol,Manual,Second,18,1497,5,149000,red,9,44,4,1,2,8
Hyundai,i10,2013,54534,Petrol,Automatic,First,17,1197,5,365000,red,10,209,4,0,0,8
Ford,Ecosport,2018,13000,Diesel,Manual,First,23,1498,5,1090000,red,8,63,1,1,0,8
Maruti,Celerio,2015,48808,Petrol,Manual,First,23,998,5,430000,red,18,42,4,1,0,8
Maruti,Ertiga,2012,63001,Diesel,Manual,Second,21,1248,7,611000,red,18,69,1,1,2,8
Toyota,Innova,2015,64771,Diesel,Manual,First,13,2494,8,1550000,orange,28,98,1,1,0,6
Honda,City,2016,34634,Petrol,Manual,First,18,1497,5,690000,black,9,44,4,1,0,0
Maruti,Swift,2012,69242,Petrol,Manual,First,19,1197,5,469000,white,18,169,4,1,0,10
Maruti,Ritz,2011,33292,Petrol,Manual,First,19,1197,5,319000,white,18,145,4,1,0,10
Hyundai,i20,2012,55000,Petrol,Automatic,Second,15,1396,5,375000,white,10,210,4,0,2,10
Hyundai,i20,2019,1000,Petrol,Manual,First,17,1197,5,860000,grey,10,210,4,1,0,5
Honda,City,2011,80000,Petrol,Manual,Second,17,1497,5,385000,grey,9,44,4,1,2,5
Porsche,Cayenne,2016,65003,Diesel,Automatic,First,14,4134,5,6783000,grey,23,39,1,0,0,5
Honda,Amaze,2019,16573,Petrol,Manual,First,18,1198,5,931000,white,9,16,4,1,0,10
Honda,Civic,2008,152633,Petrol,Automatic,First,13,1799,5,300000,grey,9,45,4,0,0,5
Hyundai,i20,2015,53000,Petrol,Manual,First,19,1197,5,550000,grey,10,210,4,1,0,5
Hyundai,Creta,2017,50129,Diesel,Manual,First,20,1582,5,1330000,grey,10,53,1,1,0,5
Audi,Q3,2013,63716,Diesel,Automatic,First,16,1968,5,2300000,grey,1,135,1,0,0,5
Maruti,Alto,2018,11000,Petrol,Manual,First,25,796,5,335000,grey,18,15,4,1,0,5
BMW,X1,2012,115000,Diesel,Automatic,Third,15,1995,5,1000000,grey,2,191,1,0,3,5
Hyundai,i10,2013,63265,Petrol,Manual,First,20,1197,5,295000,grey,10,209,4,1,0,5
Volkswagen,Ameo,2016,20000,Diesel,Manual,First,22,1498,5,675000,grey,29,17,1,1,0,5
Volkswagen,Polo,2010,79000,Petrol,Manual,Third,16,1198,5,244000,black,29,131,4,1,3,0
Maruti,Ciaz,2015,41000,Petrol,Manual,First,21,1373,5,585000,black,18,43,4,1,0,0
Volkswagen,Polo,2015,26323,Petrol,Automatic,First,17,1197,5,740000,white,29,131,4,0,0,10
Hyundai,Xcent,2016,76000,Diesel,Manual,First,24,1120,5,380000,brown,10,202,1,1,0,2
Honda,Civic,2008,69972,Petrol,Manual,First,14,1799,5,380000,white,9,45,4,1,0,10
Honda,City,2008,69000,Petrol,Manual,First,18,1497,5,270000,white,9,44,4,1,0,10
Mahindra,Bolero,2016,65000,Diesel,Manual,First,16,2523,7,721000,white,17,28,1,1,0,10
Honda,City,2016,29512,Petrol,Manual,First,17,1497,5,790000,black,9,44,4,1,0,0
Hyundai,Xcent,2017,51000,Diesel,Manual,First,25,1186,5,420000,black,10,202,1,1,0,0
Renault,Duster,2014,58003,Diesel,Manual,First,19,1461,5,575000,black,24,57,1,1,0,0
Maruti,A-Star,2013,56500,Petrol,Automatic,First,17,998,5,345000,black,18,8,4,0,0,0
Audi,A4,2014,29063,Diesel,Automatic,First,17,1968,5,2575000,black,1,10,1,0,0,0
Mahindra,XUV500,2018,46811,Diesel,Manual,First,16,2179,7,1659000,blue,17,201,1,1,0,1
Renault,Pulse,2014,31897,Petrol,Manual,First,18,1198,5,469000,grey,24,133,4,1,0,5
BMW,3,2009,52100,Diesel,Automatic,Second,13,1995,5,750000,silver,2,2,1,0,2,9
Toyota,Innova,2016,73000,Diesel,Manual,First,14,2393,7,1650000,custom,28,98,1,1,0,3
Honda,City,2009,31423,Petrol,Manual,First,17,1497,5,199000,grey,9,44,4,1,0,5
Maruti,Swift,2014,75180,Diesel,Manual,First,23,1248,5,525000,grey,18,169,1,1,0,5
Renault,Duster,2013,75000,Diesel,Manual,Second,20,1461,5,540000,purple,24,57,1,1,2,7
Volkswagen,Polo,2014,15000,Petrol,Manual,First,16,1198,5,390000,white,29,131,4,1,0,10
Hyundai,i20,2015,12000,Petrol,Manual,First,17,1197,5,580000,white,10,210,4,1,0,10
BMW,5,2014,32000,Diesel,Automatic,First,18,1995,5,3050000,silver,2,3,1,0,0,9
Maruti,Swift,2017,44504,Diesel,Manual,First,23,1248,5,560000,silver,18,169,1,1,0,9
Mercedes-Benz,M-Class,2012,66000,Diesel,Automatic,First,0,2987,5,2300000,blue,19,110,1,0,0,1
Maruti,Swift,2015,39437,Diesel,Manual,First,28,1248,5,515000,white,18,169,1,1,0,10
Hyundai,Verna,2017,36931,Diesel,Automatic,First,19,1582,5,948000,white,10,184,1,0,0,10
Tata,Nano,2016,17800,Petrol,Automatic,Second,22,624,4,238000,white,27,117,4,0,2,10
Maruti,Swift,2009,71346,Petrol,Manual,First,18,1298,5,380000,white,18,169,4,1,0,10
Hyundai,i20,2015,45000,Petrol,Manual,Second,19,1197,5,550000,white,10,210,4,1,2,10
Hyundai,i20,2010,85155,Petrol,Manual,First,17,1197,5,355000,white,10,210,4,1,0,10
Maruti,Ciaz,2015,48823,Petrol,Manual,First,21,1373,5,635000,white,18,43,4,1,0,10
Land,Rover,2015,37000,Diesel,Automatic,First,13,2179,5,3600000,silver,16,146,1,0,0,9
Tata,Indigo,2005,92000,Diesel,Manual,Second,16,1405,5,110000,white,27,97,1,1,2,10
Tata,Zest,2014,36000,Petrol,Manual,First,18,1193,5,370000,grey,27,208,4,1,0,5
Mahindra,XUV500,2016,24569,Diesel,Manual,First,16,1997,7,1350000,grey,17,201,1,1,0,5
Honda,Aord,2008,95000,Petrol,Automatic,Third,12,2354,5,285000,custom,9,18,4,0,3,3
Tata,Nano,2015,25811,Petrol,Manual,Second,25,624,4,213000,custom,27,117,4,1,2,3
Hyundai,Elantra,2015,65000,Diesel,Manual,First,23,1582,5,775000,white,10,65,1,1,0,10
Tata,Indica,2017,100400,Diesel,Manual,First,25,1396,5,285000,red,27,96,1,1,0,8
Honda,Amaze,2014,76414,Diesel,Manual,First,26,1498,5,495000,white,9,16,1,1,0,10
Mahindra,XUV500,2012,82103,Diesel,Manual,First,15,2179,7,620000,white,17,201,1,1,0,10
BMW,X3,2013,98000,Diesel,Automatic,First,19,1995,5,1750000,black,2,192,1,0,0,0
Hyundai,Grand,2010,45252,Petrol,Manual,First,19,1197,5,225000,white,10,91,4,1,0,10
Maruti,Baleno,2017,10300,Petrol,Manual,First,21,1197,5,675000,white,18,25,4,1,0,10
Hyundai,Verna,2016,42024,Diesel,Automatic,First,19,1582,5,973000,white,10,184,1,0,0,10
Maruti,Ertiga,2018,51236,Diesel,Manual,First,25,1248,7,849000,white,18,69,1,1,0,10
Mini,Cooper,2013,52000,Petrol,Automatic,First,14,1598,4,2500000,white,20,50,4,0,0,10
Maruti,Ritz,2015,42894,Diesel,Manual,First,23,1248,5,559000,silver,18,145,1,1,0,9
Skoda,Laura,2011,68000,Diesel,Automatic,First,16,1896,5,480000,white,25,106,1,0,0,10
Ford,Ecosport,2014,69000,Diesel,Manual,First,23,1498,5,545000,silver,8,63,1,1,0,9
Hyundai,i20,2017,10000,Petrol,Manual,First,19,1197,5,650000,grey,10,210,4,1,0,5
Honda,Brio,2015,16000,Petrol,Manual,First,19,1198,5,434999,white,9,31,4,1,0,10
Honda,Amaze,2013,46992,Diesel,Manual,First,26,1498,5,375000,green,9,16,1,1,0,4
BMW,5,2010,170000,Diesel,Automatic,Third,18,1995,5,1200000,blue,2,3,1,0,3,1
Audi,Q7,2014,58000,Diesel,Automatic,First,12,2967,7,3200000,blue,1,137,1,0,0,1
Hyundai,Grand,2015,50000,Diesel,Manual,Second,24,1120,5,400000,white,10,91,1,1,2,10
Nissan,Micra,2011,39010,Diesel,Manual,First,23,1461,5,260000,white,22,113,1,1,0,10
Hyundai,Grand,2016,26946,Petrol,Manual,First,19,1197,5,445000,white,10,91,4,1,0,10
Hyundai,EON,2015,28700,Petrol,Manual,First,21,814,5,260000,black,10,61,4,1,0,0
Mercedes-Benz,New,2011,60000,Petrol,Automatic,First,12,1796,5,1600000,silver,19,118,4,0,0,9
Land,Rover,2014,38999,Diesel,Automatic,First,13,2179,5,3250000,silver,16,146,1,0,0,9
Mahindra,Ssangyong,2016,39000,Diesel,Automatic,First,11,2696,7,1385000,silver,17,165,1,0,0,9
Maruti,Ciaz,2018,7784,Petrol,Manual,First,21,1373,5,876000,blue,18,43,4,1,0,1
Mercedes-Benz,R-Class,2014,45710,Petrol,Automatic,First,12,3498,7,2368000,grey,19,140,4,0,0,5
Maruti,Dzire,2017,42000,Petrol,Automatic,First,22,1197,5,550000,black,18,58,4,0,0,0
Land,Rover,2013,75995,Diesel,Automatic,Second,11,4367,5,6581000,black,16,146,1,0,2,0
Renault,Duster,2013,57000,Diesel,Manual,First,19,1461,5,499000,grey,24,57,1,1,0,5
Hyundai,Verna,2013,85350,Diesel,Manual,Second,22,1582,5,570000,white,10,184,1,1,2,10
Toyota,Corolla,2016,82725,Petrol,Automatic,First,14,1798,5,1199000,red,28,51,4,0,0,8
BMW,3,2016,19000,Diesel,Automatic,Second,22,1995,5,2999000,white,2,2,1,0,2,10
Ford,EcoSport,2018,13900,Petrol,Manual,First,19,1499,5,950000,white,8,62,4,1,0,10
Maruti,Swift,2014,108000,Diesel,Manual,First,25,1248,5,550000,red,18,169,1,1,0,8
Hyundai,Santa,2016,36000,Diesel,Automatic,First,12,2199,7,2300000,red,10,158,1,0,0,8
Tata,Indica,2013,62188,Diesel,Manual,First,17,1396,5,295000,silver,27,96,1,1,0,9
Hyundai,Grand,2015,58397,Diesel,Manual,First,24,1120,5,490000,white,10,91,1,1,0,10
Hyundai,Santro,2006,85000,Petrol,Manual,Third,0,1086,5,130000,grey,10,159,4,1,3,5
Maruti,Wagon R,2016,30000,Petrol,Automatic,First,23,998,5,425000,custom,18,189,4,0,0,3
Mahindra,XUV500,2018,29907,Diesel,Manual,First,16,2179,7,1636000,green,17,201,1,1,0,4
Audi,A4,2009,46000,Diesel,Automatic,First,17,1968,5,994999,black,1,10,1,0,0,0
Volkswagen,Vento,2012,65000,Diesel,Manual,First,21,1598,5,550000,brown,29,181,1,1,0,2
Maruti,Vitara,2016,22000,Diesel,Manual,First,24,1248,5,825000,red,18,186,1,1,0,8
Maruti,Zen,2002,99024,Petrol,Manual,First,17,993,5,95000,white,18,207,4,1,0,10
Hyundai,i10,2016,34952,Petrol,Manual,First,20,1086,5,401000,silver,10,209,4,1,0,9
Honda,WR-V,2019,13913,Petrol,Manual,First,18,1199,5,819999,silver,9,187,4,1,0,9
Honda,City,2014,71000,Diesel,Manual,Second,25,1498,5,620000,white,9,44,1,1,2,10
Toyota,Fortuner,2012,97000,Diesel,Automatic,First,12,2982,7,1675000,brown,28,79,1,0,0,2
Mahindra,XUV500,2017,21000,Diesel,Automatic,First,16,2179,7,1650000,grey,17,201,1,0,0,5
Ford,Endeavour,2007,116000,Diesel,Manual,Third,11,2499,7,375000,grey,8,67,1,1,3,5
Ford,Figo,2012,110438,Diesel,Manual,First,20,1399,5,350000,grey,8,77,1,1,0,5
Honda,Jazz,2017,66507,Petrol,Automatic,Second,19,1199,5,543000,grey,9,99,4,0,2,5
Ford,Endeavour,2017,54650,Diesel,Automatic,First,11,3198,7,3035000,white,8,67,1,0,0,10
Nissan,Sunny,2014,32000,Petrol,Automatic,First,18,1498,5,799000,silver,22,167,4,0,0,9
Skoda,Octavia,2011,75378,Diesel,Manual,First,19,1896,5,359000,silver,25,121,1,1,0,9
Chevrolet,Beat,2012,82697,Diesel,Manual,First,25,936,5,190000,white,4,26,1,1,0,10
Toyota,Camry,2009,135000,Petrol,Automatic,First,12,2362,5,470000,red,28,36,4,0,0,8
Renault,Duster,2012,149000,Diesel,Manual,First,19,1461,5,725000,white,24,57,1,1,0,10
Mercedes-Benz,GLA,2016,26212,Diesel,Automatic,First,18,2143,5,2446000,white,19,84,1,0,0,10
Tata,Zest,2014,23500,Petrol,Manual,Second,18,1193,5,390000,white,27,208,4,1,2,10
Hyundai,i20,2013,56127,Petrol,Manual,First,19,1197,5,515000,blue,10,210,4,1,0,1
Maruti,Wagon R,2015,26000,Petrol,Automatic,First,22,1197,5,365000,blue,18,189,4,0,0,1
Hyundai,Xcent,2016,26000,Diesel,Manual,First,25,1186,5,500000,blue,10,202,1,1,0,1
Honda,City,2009,42000,Petrol,Manual,First,17,1497,5,229999,white,9,44,4,1,0,10
Hyundai,Aent,2001,130000,Petrol,Manual,Second,13,1495,5,75000,black,10,14,4,1,2,0
Hyundai,Verna,2009,137148,Petrol,Manual,Second,14,1599,5,185000,blue,10,184,4,1,2,1
Ford,Figo,2010,114703,Petrol,Manual,First,16,1196,5,180000,grey,8,77,4,1,0,5
Honda,Amaze,2014,97439,Diesel,Manual,First,26,1498,5,441000,white,9,16,1,1,0,10
Maruti,Wagon R,2006,40000,Petrol,Manual,First,19,998,5,200000,white,18,189,4,1,0,10
Maruti,Swift,2014,81609,Diesel,Manual,First,18,1248,5,555000,blue,18,169,1,1,0,1
Mercedes-Benz,E-Class,2014,28000,Diesel,Automatic,First,13,2987,5,3175000,blue,19,60,1,0,0,1
Audi,A6,2015,37500,Diesel,Automatic,First,18,1968,5,3200000,black,1,11,1,0,0,0
Mercedes-Benz,S,2010,37000,Diesel,Automatic,First,14,2987,5,2100000,blue,19,147,1,0,0,1
Maruti,Swift,2010,83000,Diesel,Manual,First,19,1248,5,275000,blue,18,169,1,1,0,1
Toyota,Corolla,2005,79012,Petrol,Manual,First,13,1794,5,264000,silver,28,51,4,1,0,9
Mahindra,Scorpio,2018,27395,Diesel,Manual,First,15,2179,7,1419000,silver,17,161,1,1,0,9
Maruti,Wagon R,2017,35362,Petrol,Manual,First,23,998,5,385000,silver,18,189,4,1,0,9
Toyota,Fortuner,2014,117000,Diesel,Manual,First,13,2982,7,1550000,white,28,79,1,1,0,10
Maruti,Zen,2010,23000,Petrol,Manual,First,18,1061,5,190000,silver,18,207,4,1,0,9
Tata,Nano,2014,59508,Petrol,Manual,First,25,624,4,126000,silver,27,117,4,1,0,9
Hyundai,i20,2009,69000,Petrol,Manual,Second,19,1197,5,240000,red,10,210,4,1,2,8
BMW,3,2010,58000,Diesel,Automatic,First,23,1995,5,1150000,black,2,2,1,0,0,0
Mahindra,XUV500,2014,88511,Diesel,Manual,First,16,2179,7,825000,black,17,201,1,1,0,0
Volkswagen,Vento,2011,66000,Petrol,Manual,First,16,1598,5,275000,black,29,181,4,1,0,0
Skoda,Fabia,2009,65000,Petrol,Manual,Second,18,1198,5,140000,black,25,75,4,1,2,0
Tata,Nano,2015,30676,Petrol,Manual,First,25,624,4,290000,black,27,117,4,1,0,0
Ford,Figo,2011,76000,Diesel,Manual,First,20,1399,5,240000,black,8,77,1,1,0,0
Volkswagen,Vento,2013,23627,Petrol,Automatic,First,15,1598,5,475000,black,29,181,4,0,0,0
Land,Rover,2018,52827,Diesel,Automatic,First,13,2179,5,4476000,black,16,146,1,0,0,0
Honda,City,2015,64465,Diesel,Manual,First,26,1498,5,622000,black,9,44,1,1,0,0
Renault,KWID,2018,14000,Petrol,Automatic,First,23,999,5,450000,black,24,103,4,0,0,0
Hyundai,Grand,2015,26000,Petrol,Manual,First,19,1197,5,425000,black,10,91,4,1,0,0
Chevrolet,Cruze,2011,78203,Diesel,Automatic,First,18,1991,4,550000,black,4,55,1,0,0,0
Hyundai,i20,2017,27000,Diesel,Manual,First,23,1396,5,695000,black,10,210,1,1,0,0
Maruti,Alto,2018,31919,Petrol,Automatic,First,24,998,5,455999,white,18,15,4,0,0,10
Hyundai,Creta,2016,47392,Diesel,Manual,First,21,1582,5,1382000,white,10,53,1,1,0,10
Honda,Amaze,2016,17362,Petrol,Manual,First,18,1198,5,565000,grey,9,16,4,1,0,5
Hyundai,i20,2016,49716,Diesel,Manual,First,21,1396,5,620000,grey,10,210,1,1,0,5
Maruti,Celerio,2014,48000,Petrol,Manual,First,23,998,5,325000,grey,18,42,4,1,0,5
Audi,A4,2009,46000,Diesel,Automatic,First,17,1968,5,850000,grey,1,10,1,0,0,5
Hyundai,Verna,2016,79000,Diesel,Manual,First,25,1396,5,725000,grey,10,184,1,1,0,5
Renault,Fluence,2013,57000,Diesel,Manual,First,22,1461,5,461000,white,24,78,1,1,0,10
Volkswagen,Polo,2016,29754,Petrol,Manual,First,16,1199,5,530000,white,29,131,4,1,0,10
Tata,Indigo,2012,50123,Diesel,Manual,First,17,1405,5,190000,black,27,97,1,1,0,0
Hyundai,i10,2012,57184,Petrol,Manual,First,20,1197,5,309000,black,10,209,4,1,0,0
BMW,7,2007,75000,Diesel,Automatic,Second,16,2993,5,950000,black,2,5,1,0,2,0
Hyundai,Creta,2015,26000,Diesel,Automatic,First,17,1582,5,1265000,silver,10,53,1,0,0,9
Hyundai,Grand,2016,22129,Petrol,Manual,First,19,1197,5,425000,silver,10,91,4,1,0,9
Maruti,Ritz,2011,127887,Diesel,Manual,First,21,1248,5,295000,silver,18,145,1,1,0,9
Mahindra,Scorpio,2006,92000,Diesel,Manual,First,11,2179,8,345000,silver,17,161,1,1,0,9
Hyundai,i10,2011,60634,Petrol,Manual,First,20,1086,5,330000,silver,10,209,4,1,0,9
Tata,Safari,2014,90000,Diesel,Manual,First,14,2179,7,800000,silver,27,156,1,1,0,9
Honda,Civic,2009,59000,Petrol,Manual,First,14,1799,5,271000,black,9,45,4,1,0,0
Maruti,Zen,2012,59293,Petrol,Manual,First,18,998,5,270000,blue,18,207,4,1,0,1
Maruti,Swift,2012,80753,Diesel,Manual,Second,23,1248,5,450000,white,18,169,1,1,2,10
Toyota,Fortuner,2015,40000,Diesel,Manual,Second,13,2982,7,1875000,white,28,79,1,1,2,10
Maruti,Swift,2014,103000,Diesel,Manual,Second,28,1248,5,525000,grey,18,169,1,1,2,5
Maruti,Wagon R,2012,72389,LPG,Manual,First,26,998,5,320000,white,18,189,3,1,0,10
Maruti,Dzire,2017,48000,Diesel,Manual,First,28,1248,5,600000,white,18,58,1,1,0,10
Hyundai,Grand,2014,41000,Petrol,Manual,First,19,1197,5,314000,black,10,91,4,1,0,0
Renault,KWID,2016,26000,Petrol,Manual,First,25,799,5,254999,white,24,103,4,1,0,10
Tata,Indigo,2012,30000,Petrol,Manual,Second,16,1193,5,229999,white,27,97,4,1,2,10
Ford,Figo,2014,74624,Diesel,Manual,First,20,1399,5,565000,black,8,77,1,1,0,0
Porsche,Cayenne,2015,47877,Diesel,Automatic,First,15,2967,5,4822000,black,23,39,1,0,0,0
Maruti,Alto,2016,35000,Petrol,Manual,First,24,998,5,300000,red,18,15,4,1,0,8
Volkswagen,Vento,2015,52123,Diesel,Manual,First,20,1498,5,750000,white,29,181,1,1,0,10
Mahindra,Scorpio,2005,90000,Diesel,Manual,First,11,2179,8,260000,white,17,161,1,1,0,10
BMW,X3,2018,1400,Diesel,Automatic,First,19,1995,5,6125000,white,2,192,1,0,0,10
Honda,City,2009,122000,Petrol,Manual,Second,17,1497,5,350000,grey,9,44,4,1,2,5
Mini,Cooper,2016,21110,Petrol,Automatic,First,17,1998,4,2895000,red,20,50,4,0,0,8
Mitsubishi,Pajero,2015,78000,Diesel,Automatic,First,14,2477,6,1500000,blue,21,126,1,0,0,1
Maruti,Swift,2012,72000,Diesel,Manual,First,19,1248,5,425000,blue,18,169,1,1,0,1
Bentley,Continental,2006,48000,Petrol,Automatic,First,9,5998,4,5900000,grey,3,49,4,0,0,5
Maruti,Ertiga,2013,43486,Diesel,Manual,First,21,1248,7,660000,red,18,69,1,1,0,8
Toyota,Innova,2007,199000,Diesel,Manual,Second,13,2494,7,520000,black,28,98,1,1,2,0
Mercedes-Benz,New,2010,34000,Petrol,Manual,First,12,1796,5,1000000,white,19,118,4,1,0,10
Mercedes-Benz,New,2016,37944,Diesel,Automatic,First,15,2143,5,3500000,white,19,118,1,0,0,10
Ford,Ecosport,2017,30000,Diesel,Manual,First,23,1498,5,875000,white,8,63,1,1,0,10
Toyota,Etios,2015,64005,Petrol,Manual,First,18,1197,5,457000,grey,28,72,4,1,0,5
Hyundai,i10,2012,62000,Petrol,Manual,First,20,1197,5,250000,black,10,209,4,1,0,0
Hyundai,Santro,2005,105000,Petrol,Manual,First,0,999,5,175000,white,10,159,4,1,0,10
Land,Rover,2014,59885,Diesel,Automatic,First,12,2179,5,2011000,white,16,146,1,0,0,10
Toyota,Innova,2011,144471,Diesel,Manual,First,13,2494,8,780000,black,28,98,1,1,0,0
Hyundai,i20,2011,63991,Petrol,Manual,First,19,1197,5,361000,black,10,210,4,1,0,0
Hyundai,Santro,2007,72000,Petrol,Manual,Second,17,1086,5,111000,black,10,159,4,1,2,0
Nissan,Micra,2015,34895,Petrol,Automatic,First,19,1198,5,459999,black,22,113,4,0,0,0
BMW,X6,2015,97003,Diesel,Automatic,First,16,2993,5,8500000,white,2,194,1,0,0,10
Honda,City,2015,45000,Petrol,Automatic,First,17,1497,5,525000,white,9,44,4,0,0,10
Honda,Amaze,2013,45000,Diesel,Manual,Second,26,1498,5,330000,blue,9,16,1,1,2,1
Toyota,Fortuner,2013,100000,Diesel,Manual,Second,12,2982,7,1775000,white,28,79,1,1,2,10
Land,Rover,2016,70000,Diesel,Automatic,First,13,2179,5,3500000,red,16,146,1,0,0,8
Hyundai,Creta,2016,37023,Diesel,Manual,First,20,1582,5,1339000,grey,10,53,1,1,0,5
Chevrolet,Beat,2012,81000,Diesel,Manual,First,25,936,5,250000,white,4,26,1,1,0,10
Toyota,Innova,2017,20789,Diesel,Automatic,First,11,2755,7,1836000,white,28,98,1,0,0,10
Maruti,Swift,2015,68310,Diesel,Manual,First,23,1248,5,595000,black,18,169,1,1,0,0
Hyundai,Creta,2015,47250,Diesel,Manual,Second,20,1582,5,1100000,white,10,53,1,1,2,10
Land,Rover,2014,47000,Diesel,Automatic,Second,13,2993,5,6475000,white,16,146,1,0,2,10
Honda,Amaze,2017,128000,Diesel,Manual,First,26,1498,5,630000,white,9,16,1,1,0,10
Hyundai,Creta,2017,17702,Petrol,Manual,First,15,1591,5,1194000,white,10,53,4,1,0,10
Volkswagen,Vento,2014,34987,Petrol,Automatic,First,18,1197,5,595000,white,29,181,4,0,0,10
Honda,City,2017,37000,Diesel,Manual,First,26,1498,5,1100000,blue,9,44,1,1,0,1
Hyundai,Creta,2017,38271,Petrol,Manual,First,15,1591,5,1253000,blue,10,53,4,1,0,1
Ford,Figo,2012,32510,Diesel,Manual,Second,20,1399,5,375000,blue,8,77,1,1,2,1
BMW,5,2014,88000,Diesel,Automatic,First,15,2993,5,2700000,silver,2,3,1,0,0,9
Mitsubishi,Pajero,2012,116000,Diesel,Manual,First,11,2835,6,994999,blue,21,126,1,1,0,1
Renault,Duster,2013,156000,Diesel,Manual,First,20,1461,5,420000,black,24,57,1,1,0,0
Maruti,Ritz,2010,75319,Petrol,Manual,Second,21,1197,5,200000,silver,18,145,4,1,2,9
Hyundai,Grand,2013,28000,Petrol,Manual,First,19,1197,5,325000,silver,10,91,4,1,0,9
Mercedes-Benz,GLA,2017,16500,Diesel,Automatic,First,18,2143,5,3400000,silver,19,84,1,0,0,9
BMW,5,2016,75637,Diesel,Automatic,First,22,1995,5,3037000,red,2,3,1,0,0,8
Hyundai,Creta,2018,32854,Petrol,Automatic,First,13,1591,5,1260000,silver,10,53,4,0,0,9
Renault,KWID,2019,6568,Petrol,Manual,First,25,799,5,509000,silver,24,103,4,1,0,9
Audi,A4,2014,30000,Diesel,Automatic,First,15,2967,5,2450000,red,1,10,1,0,0,8
Maruti,Ciaz,2018,17804,Diesel,Manual,Second,28,1248,5,797000,red,18,43,1,1,2,8
Honda,Jazz,2011,69768,Petrol,Manual,First,16,1198,5,290000,silver,9,99,4,1,0,9
BMW,3,2016,62404,Diesel,Automatic,First,23,1995,5,2133000,red,2,2,1,0,0,8
Hyundai,Verna,2012,97000,Diesel,Automatic,Second,19,1582,5,650000,red,10,184,1,0,2,8
Hyundai,Creta,2016,55687,Diesel,Manual,First,21,1396,5,1215000,red,10,53,1,1,0,8
Volkswagen,Vento,2014,17000,Petrol,Manual,First,15,1598,5,425000,red,29,181,4,1,0,8
